group,source_key,file_name,path,annotations,content_hash,dhash
01,d09e0745e161c81f,img_01_000019.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000019.jpg,4,1ee6aed72ecceeba279f914d0e7920ef7d91ec75,3901875667902477830
01,add666dd3e6edc50,img_01_000020.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000020.jpg,1,943dde6d72b9af1aa330843eeb0f9ba4534bb900,1737360515937419020
01,a3c54cda2ccbf1ac,img_01_000021.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000021.jpg,1,9003a5dfb161f06579984949affd4bc5813c422c,18414958371696513554
01,846ededd46aec4a9,img_01_000022.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000022.jpg,3,f3ee841065a6fc99e183ae1ecb04f55e063414bf,7222995611104693830
01,11f3c21db0417fdb,img_01_000023.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000023.jpg,2,66f7b971059dfa9884d5951a1ee90bcb21aea759,7523316316001271808
01,ec6b99366bc88d91,img_01_000024.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000024.jpg,1,7e000a722c3b44633e9e8912f28d8155262c8957,10349145004001987596
01,77be474eb46b86b9,img_01_000025.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000025.jpg,1,3d271ae7cf457a02d415139564f432815565ab07,16257016600138381721
01,844c96ca19b26d85,img_01_000026.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000026.jpg,2,dbc65ea423183b146fc190b00a58f6ea1c24a94a,13578757979756742363
01,4cc6ac3891455bb6,img_01_000027.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000027.jpg,1,b36c9181950cbd31e5b2978c2f0ef3b85e476ae4,14395693363915655043
01,2c244fe5cb2d66a1,img_01_000028.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000028.jpg,2,d274983cc8862ad760e865b048f5c51fe41da4e3,2823631648455918598
01,d3652f55a4292f6a,img_01_000029.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000029.jpg,2,d0835f3630decec9d1c97b63ae000163b99da3b3,508410020443875262
01,18199c2577a176f9,img_01_000030.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000030.jpg,1,843459d7430ada6c6e1b89acbc8a29e1a2fb8a8f,1807356559359876624
01,065e9e32eb2ba294,img_01_000031.png,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000031.png,2,60558279a05ce3d26ecd71fc7908bf81aa7db20b,3111790594406680327
01,fa17c3da6478d5d6,img_01_000032.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000032.jpg,3,e1a40168a6eedde7ff999cf11226e0c9c45d3d92,13854309735102352207
01,d9c999aa1baf8424,img_01_000033.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000033.jpg,1,1eaf90e509da7c805322906247577ae2a07d5515,3584828152172492384
01,34856059aff146c2,img_01_000034.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000034.jpg,3,9939ac14a920596edb90fbd6e15418909259e830,2825786902012506880
01,f60442afb5e4351a,img_01_000035.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000035.jpg,1,ab06bd5783809eef2a780eb8cbc99546ea5d0fef,17870283189543135760
01,6c9027a7890b72ff,img_01_000036.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000036.jpg,1,6bb33d3a03cb0d041a6062488062fe618439e2c2,10635135854917969886
01,e35801e2825caf89,img_01_000037.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000037.jpg,2,e1bfe7c29c99a98536a9317ebd0973ca624a23e3,792956257207940610
01,f0e20d97f5c72ada,img_01_000038.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000038.jpg,1,0d2914e1895e623c02891f297d2a204fb2fc6273,13834486517870048051
01,b5f5ac8eb0ccb033,img_01_000039.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000039.jpg,2,2a7a6984ebea178011aca0106d66007377e80054,432991293455157512
01,11c67b99af72586c,img_01_000040.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000040.jpg,5,9936d1e4b9d07caaa46a87b9b309745eb219b842,15190853561196098534
01,e74618b1a562d20b,img_01_000041.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000041.jpg,1,26e4c6b3452640bf1c67ef9dface6288897738a9,73753279119800054
01,4d5c3c803f434944,img_01_000042.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000042.jpg,2,82a41ce22a2ce52498c323de8edf55c7a0d82159,15607847066283993334
01,e2ee37ae506f6ab0,img_01_000043.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000043.jpg,2,6e5298076dd3c4a97e22f2ac5ec5b342d102ae24,9447174457356179410
01,5f6154b3b7bacd62,img_01_000044.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000044.jpg,1,6de37f3354f61891a5f8e137b9e1733d4ed535bf,18445853182552671072
01,38620cbe20a0ff90,img_01_000045.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000045.jpg,1,bacbce27f6fa88836266c4caedcf43c3d58e4602,292197932498626907
01,9aa2bd5f2b3cee8e,img_01_000046.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000046.jpg,2,36646b85f33d0b851b3912682e0f6b9fc5eec7b1,11085848205540335111
01,49b0d23dc9796736,img_01_000047.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000047.jpg,1,6848a022a3038a0ff3b5b0371e4e71cbc3147f59,4555319129417567730
01,c6fb8eb9a66d4bdf,img_01_000048.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000048.jpg,5,fde6434c0c86566ca8cc758e022b6b7a23c06aeb,13039324540399980856
01,ee8455e6b7e322f7,img_01_000049.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000049.jpg,1,663f6557c820562e54f4191ba7dcbed9979f31d0,1618984454432835852
01,d950b3610f3cd15b,img_01_000050.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000050.jpg,2,7908d8885063763c871022672a2a4ac31a9fdfe5,14091372879181383503
01,7063a693fad370ba,img_01_000051.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000051.jpg,3,9809da81e2e82cbbe1cd04eeefee2219c3fb2256,4485355732775175177
01,22f5124730092b21,img_01_000052.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000052.jpg,1,5b21a95d5c362d6fcfdf29871cf506597364ca8f,4738141155716434695
01,81555a2f6fca1fbf,img_01_000053.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000053.jpg,5,5d601be4420abc4b6b65c0804bee7511f0149890,17850988479227535893
01,e81a710b9578ae78,img_01_000054.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000054.jpg,1,2123ff4e7c1caefb5951a3b4d48404e7ee0701fe,17542395329088896725
01,380aa59f07cda823,img_01_000055.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000055.jpg,1,12f1fbb3a3b8e6be39b3a97417cc3b93a5ab776b,9150466159856576928
01,a59814823b95eeef,img_01_000056.png,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000056.png,3,46ab5ee6ffca7a6cc9b5697c4c0606b7424a9472,14362992726795893196
01,c723f74fe8e7db36,img_01_000057.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000057.jpg,2,e4bce3b3c70bf3e3cba064d560620583a8ea5ecd,13165107588212434940
01,5ad61d51de46b446,img_01_000058.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000058.jpg,7,a4232db7f9ade30a09341d3ade0854a2372c8f07,16674431636514537196
01,41534f0ac9d8a27f,img_01_000059.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000059.jpg,2,2b27c9356d62d8f59794e3ca734b8c2fb95a672f,1231749955858596614
01,5d2ce55badfe4e62,img_01_000060.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000060.jpg,1,b3a08bc2a63aba74de5c0cda07bb0d7bccebdcd4,9624529889078141920
01,2183507fb52ed213,img_01_000061.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000061.jpg,1,b8983a66a9100863c9956e0cc468a80bc57b466b,578712558182270723
01,a3ba5d578dc33e85,img_01_000062.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000062.jpg,2,8f1bd4de8a6100f993a3f4f5af4aa7804ef9109a,489195127366297594
01,8f6099f0cc862d20,img_01_000063.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000063.jpg,1,fc11d754b7c9ff99908782441af880956343555f,16600379016569584703
01,106a618f441651c2,img_01_000064.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000064.jpg,2,2ca3b3f7dd383a2b23306bf243c4fc62280a7551,11248049663875846406
01,3cd7eeab894cf4eb,img_01_000065.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000065.jpg,1,87dec24504bc4465470a9fb5ee82df53b7b2b495,15585140553343996132
01,821b9ea41d55c7b4,img_01_000066.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000066.jpg,1,4f73ee2eb0715b900798e64df360502c30dd1156,2993146678955814956
01,81375ea9ab9a6caa,img_01_000067.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000067.jpg,1,f379e227649dcc5d9247ea318a15ec1776105fa6,3413194646256681731
01,a8a22a868719efcf,img_01_000068.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000068.jpg,1,4451be268e4087f87bca810b53af0b3dffac7b83,1159706103187216398
01,7f65a076b9586296,img_01_000069.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000069.jpg,4,6bd343e0048461c4adf57328bc26e3a4dc7262ed,1068358644235714070
01,ee9c355e3c79f747,img_01_000070.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000070.jpg,2,742376da5991473dfb891b56815f42f9a62e13e6,1862680315485995390
01,6230cee66eac1aab,img_01_000071.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000071.jpg,2,59ead70dc04f5a32b31f7f182cc1eee0af10563c,10276825389888173981
01,83e42542f058567f,img_01_000072.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000072.jpg,3,48635961de0072ef08f13a6ebc8666b53e709dd1,17538212004313696000
01,bfddcb64d85f1e4a,img_01_000073.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000073.jpg,2,b5ab9caecdd64ff8c456c1ed8f809b3a75b1b787,16853580161540854537
01,8808b307a75eba31,img_01_000074.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000074.jpg,1,d08d058ce6b20a51c21416a4760f3149cea7f0c7,15188334272976551949
01,aa4736c69cc44d32,img_01_000075.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000075.jpg,2,55da0c81985fe0322a7698b47528f7d0076220bd,17076797013254914270
01,4d3898fa6612efed,img_01_000076.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000076.jpg,1,f4c956567228c772f1650322a41a5b766875fd2f,9150466159856576928
01,cd7d19442e74bcd0,img_01_000077.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000077.jpg,2,7a845d88cd72549b5ac583c2dae7f120c07b9ff5,2532718463528439825
01,5e034a607a6dba0d,img_01_000078.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000078.jpg,1,c34b195833c219e4b5e15aa30fc2533686296e94,3402363755650300327
01,af2936b8de7a57bf,img_01_000079.png,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000079.png,4,9b77ed3cd582c9ea1e1324f906aaf99377ef491a,14397144508334056871
01,0c478eb7fffda2e3,img_01_000080.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000080.jpg,3,9389f8df17e94668acaab989b6926b9fcafc2ce6,3977583606186253983
01,2a073d9a06054a3c,img_01_000081.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000081.jpg,1,5324675b9dba0c9df011c67d431dc6218a15b97a,8566807384753096389
01,26450025314b9b6a,img_01_000082.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000082.jpg,2,78bf235b1d743de58cee575207f42f6f2dcfaea0,434323736560612951
01,77641c8e2bbef52a,img_01_000083.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000083.jpg,1,90dcd0072902c36b0c1406a4edf07d20454c3555,11497457942508673359
01,415e8af91364abee,img_01_000084.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000084.jpg,1,54f6f888b0a368d245e9efc22cd2013ef0931d09,7233946690849588198
01,4a8721e7bf42558b,img_01_000085.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000085.jpg,4,f166a6d6b9240cf7d3a2a548eb5bfa4ed6b5cf82,940986300520269573
01,9ae6650440469a16,img_01_000086.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000086.jpg,2,b4732be31f67a98ade7b0320514ceb0097590b7f,17741541626226883642
01,f02987526ce46841,img_01_000087.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000087.jpg,2,32cd4954dd0288f61c58b72dccde14587688b541,10276860574260262813
01,8efccd56be0bafca,img_01_000088.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000088.jpg,2,1bf261b4efce8023a1f11fdf3fdd788f266551db,2241978165875147273
01,a781d3d85b6842b8,img_01_000089.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000089.jpg,2,a13c54b4272ad4cbac9358c6fc0850c7069d1318,2025500818055128012
01,aabb2094af1752fe,img_01_000090.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000090.jpg,1,8aa1863643ad6fa5e69f3c4d6008f1a11d7506e4,8169612295015046915
01,d6abb623e3e4f2cc,img_01_000091.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000091.jpg,2,7cbd99339303c3371b54f4d8b2bf59dd419a7900,2082605468747569496
01,d21d3b10ec3f82eb,img_01_000092.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000092.jpg,1,01a1fd76296d8d9e9880d92cf154fb6b26da2673,216386669564532483
01,2d064b8683cc4690,img_01_000093.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000093.jpg,2,dbe8354a9547ed7ec972bc321871f873a2fdf503,1135022127168
01,fce9b3614515009b,img_01_000094.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000094.jpg,2,86ad5b4f7090298c8b89e8bf0b97f7adecce483f,8463661122884263008
01,d84905560398c502,img_01_000095.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000095.jpg,2,430950be90f4c078faba9be595a45c8e67b20b43,11972509987932559987
01,5458226a12f0ebee,img_01_000096.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000096.jpg,1,96bde89e7a0f6c4111b38921f48b19d4df0608c0,8676396619514114646
01,dd3d67917e27755f,img_01_000097.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000097.jpg,3,676e93aebb8516ce09d741079b23641e3fa6a781,1084188625213824199
01,488d76ce447fa5bd,img_01_000098.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000098.jpg,2,a6f2d293ee3e4843dedc06c152a7ea0dae0b3b0b,9078681755706607760
01,3a03a2f5865c298e,img_01_000099.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000099.jpg,1,672489ba1ac1eeee80af1f5cc3ee21b23bb53d00,17544822360378823111
01,92eb57d89af409d2,img_01_000100.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000100.jpg,1,d0c679fc2ea2514035c727b93720bfe569b7a1c5,1095346056795033604
01,ec1d95783a3cb159,img_01_000101.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000101.jpg,1,fdfbaa9275c1b01c76ca1aea94faa50674fd6426,4338185002584901121
01,f172f87662cc456d,img_01_000102.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000102.jpg,5,e895bcd9138af9e5595a979a2690ba54e948a7b6,2866487137925712537
01,4cc6225a33fbe180,img_01_000103.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000103.jpg,1,d5cf9f76b23d602e3071877bf6fa95314c21d5ec,13672504590639363326
01,78edf5d6455ba090,img_01_000104.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000104.jpg,2,878515218987b15985bcb03f6f03418afd9e5656,5064094672632237057
01,e214b24d44f4afaa,img_01_000105.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000105.jpg,2,c0be9a5abd13c3767d311bef334f6313ef255102,7297805041380202131
01,c42419f71543f0ff,img_01_000106.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000106.jpg,3,da9a61632bd3a7be5859727cfc7a594e85f4742e,3977583606186253983
01,9f9e22196e830ca5,img_01_000107.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000107.jpg,1,0c4cdd134730102b1e39eabadf80b117d4f84773,1052889146208257999
01,738a8cd465f1596c,img_01_000108.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000108.jpg,1,01a17ea6f5e1f56052df6474cb45ad63643ffdbd,4557413674438630983
01,0d1748df788d492b,img_01_000109.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000109.jpg,1,a2be8ee5d89079742dc5944e54ca852807693e74,4345900235550597259
01,027b7973d34c84cc,img_01_000110.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000110.jpg,2,afe5c5486098e4d110771404366a185f2acc39bb,2828022141401728272
01,7936d8fac8e3b907,img_01_000111.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000111.jpg,1,a1d07e73d2404915eda26885258db775c05bb8be,3472599832688066560
01,e395bf2d312a9322,img_01_000112.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000112.jpg,1,063ff822f2d1c0af4dae8211dd9af6060fc0e5dd,17920653977000463821
01,8dda020dfafc44ee,img_01_000113.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000113.jpg,1,5904b31d50a65b50d4691e711233e0eb3d3dbab6,1031094993733619479
01,24c020b08e2748ef,img_01_000114.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000114.jpg,1,9946da1720954abff725bac4bab55d29f5ef32c1,436453585175344230
01,5e5ede25cbb2471c,img_01_000115.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000115.jpg,2,f05ec1896410593961e5903aa8a2662fd5afdae3,14177371921271767128
01,311bccd350b1d7c2,img_01_000116.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000116.jpg,1,1e9baa4baef9f6c06cdbc8fee5304e5bc2b135af,11280440688623042367
01,f78cf12a68c82990,img_01_000117.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000117.jpg,3,3d78c190ce2fb240646b58f8bbd58eb91ec8cb26,14296572998116796735
01,71628ab432546a1c,img_01_000118.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000118.jpg,1,3e93194420ce94eb586daaa9d426d4828e4fab79,18085041962319644002
01,bb8debe44330ee71,img_01_000119.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000119.jpg,1,fafe83e94e708db65df304ab02feb3105ef34a4b,3671243905490675682
01,e7be192523719c7c,img_01_000120.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000120.jpg,2,bf577de974dc922158bfd9694b4c501be73138ad,7551648794985903719
01,7c48c2271d901368,img_01_000121.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000121.jpg,2,986385fca5c108e8005e59f8c86c25766b60800f,6637196203719772035
01,6f69d869c6f743e8,img_01_000122.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000122.jpg,1,b786c39c4f6fd9062f6257c56bc08562afe2caf9,10088750757781947363
01,2bbc2217e4e65bf0,img_01_000123.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000123.jpg,2,cbd9302953d576a8ce701acda696dd76b8722945,1094145165654372362
01,7308062b101e0129,img_01_000124.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000124.jpg,1,72dc4f7ecffc6c1f28218fe7d89e972216d60631,14180793355140884044
01,cc0e4aac1cecf735,img_01_000125.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000125.jpg,1,2c8e2b9c8ae9002652fa679c65b7feab2a112d39,5569854036769834276
01,17dd3398d126b15f,img_01_000126.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000126.jpg,2,5a9af735b3b4e10a8d8f4520bf86c8b8e7bb9823,2381897798541053251
01,cc161876cd55c484,img_01_000127.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000127.jpg,2,29323ecaebceeb71ea023620bdcc20006a51d283,10272445832406619446
01,4f673e535dcec0df,img_01_000128.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000128.jpg,1,d16a01351da81ab6954ede59251489d1666cda71,15993951770260540701
01,65a65e58653e2f08,img_01_000129.jpg,datasets\fire_vn_yolo11seg_v1\_raw_from_zip\group_01\train\img_01_000129.jpg,1,37a31820a31c91fbad6cf19c7cb09cfccfb33cf1,7217321619876043791
